id,activity,application,application_id,attachments,attachments.0.content_scan_version,attachments.0.content_type,attachments.0.filename,attachments.0.height,attachments.0.id,attachments.0.placeholder,attachments.0.placeholder_version,attachments.0.proxy_url,attachments.0.size,attachments.0.title,attachments.0.url,attachments.0.width,attachments.1.content_scan_version,attachments.1.content_type,attachments.1.filename,attachments.1.height,attachments.1.id,attachments.1.placeholder,attachments.1.placeholder_version,attachments.1.proxy_url,attachments.1.size,attachments.1.url,attachments.1.width,attachments.2.content_scan_version,attachments.2.content_type,attachments.2.filename,attachments.2.height,attachments.2.id,attachments.2.placeholder,attachments.2.placeholder_version,attachments.2.proxy_url,attachments.2.size,attachments.2.url,attachments.2.width,author.accent_color,author.avatar,author.avatar_decoration_data,author.avatar_decoration_data.asset,author.avatar_decoration_data.expires_at,author.avatar_decoration_data.sku_id,author.banner,author.banner_color,author.clan,author.clan.badge,author.clan.identity_enabled,author.clan.identity_guild_id,author.clan.tag,author.collectibles,author.collectibles.nameplate.asset,author.collectibles.nameplate.label,author.collectibles.nameplate.palette,author.collectibles.nameplate.sku_id,author.discriminator,author.display_name_styles,author.display_name_styles.colors,author.display_name_styles.colors.0,author.display_name_styles.colors.1,author.display_name_styles.effect_id,author.display_name_styles.font_id,author.flags,author.global_name,author.id,author.primary_guild,author.primary_guild.badge,author.primary_guild.identity_enabled,author.primary_guild.identity_guild_id,author.primary_guild.tag,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,embeds.0.author.name,embeds.0.author.url,embeds.0.color,embeds.0.content_scan_version,embeds.0.description,embeds.0.provider.name,embeds.0.provider.url,embeds.0.thumbnail.content_type,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.placeholder,embeds.0.thumbnail.placeholder_version,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.title,embeds.0.type,embeds.0.url,embeds.0.video.flags,embeds.0.video.height,embeds.0.video.placeholder,embeds.0.video.placeholder_version,embeds.0.video.url,embeds.0.video.width,flags,interaction,mention_channels,mention_everyone,mentions,mentions.0.accent_color,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.avatar_decoration_data.asset,mentions.0.avatar_decoration_data.expires_at,mentions.0.avatar_decoration_data.sku_id,mentions.0.banner,mentions.0.banner_color,mentions.0.clan,mentions.0.clan.badge,mentions.0.clan.identity_enabled,mentions.0.clan.identity_guild_id,mentions.0.clan.tag,mentions.0.collectibles,mentions.0.collectibles.nameplate.asset,mentions.0.collectibles.nameplate.label,mentions.0.collectibles.nameplate.palette,mentions.0.collectibles.nameplate.sku_id,mentions.0.discriminator,mentions.0.display_name_styles,mentions.0.display_name_styles.colors,mentions.0.display_name_styles.colors.0,mentions.0.display_name_styles.colors.1,mentions.0.display_name_styles.effect_id,mentions.0.display_name_styles.font_id,mentions.0.flags,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.primary_guild.badge,mentions.0.primary_guild.identity_enabled,mentions.0.primary_guild.identity_guild_id,mentions.0.primary_guild.tag,mentions.0.public_flags,mentions.0.username,mentions.1.accent_color,mentions.1.avatar,mentions.1.avatar_decoration_data,mentions.1.banner,mentions.1.banner_color,mentions.1.clan,mentions.1.collectibles,mentions.1.discriminator,mentions.1.display_name_styles,mentions.1.flags,mentions.1.global_name,mentions.1.id,mentions.1.primary_guild,mentions.1.public_flags,mentions.1.username,mentions.2.accent_color,mentions.2.avatar,mentions.2.avatar_decoration_data.asset,mentions.2.avatar_decoration_data.expires_at,mentions.2.avatar_decoration_data.sku_id,mentions.2.banner,mentions.2.banner_color,mentions.2.clan,mentions.2.collectibles,mentions.2.discriminator,mentions.2.display_name_styles.colors.0,mentions.2.display_name_styles.effect_id,mentions.2.display_name_styles.font_id,mentions.2.flags,mentions.2.global_name,mentions.2.id,mentions.2.primary_guild,mentions.2.public_flags,mentions.2.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,reactions.0.burst_colors,reactions.0.burst_count,reactions.0.burst_me,reactions.0.count,reactions.0.count_details.burst,reactions.0.count_details.normal,reactions.0.emoji.id,reactions.0.emoji.name,reactions.0.me,reactions.0.me_burst,reactions.1.burst_colors,reactions.1.burst_count,reactions.1.burst_me,reactions.1.count,reactions.1.count_details.burst,reactions.1.count_details.normal,reactions.1.emoji.id,reactions.1.emoji.name,reactions.1.me,reactions.1.me_burst,referenced_message,referenced_message.attachments,referenced_message.attachments.0.content_scan_version,referenced_message.attachments.0.content_type,referenced_message.attachments.0.filename,referenced_message.attachments.0.height,referenced_message.attachments.0.id,referenced_message.attachments.0.placeholder,referenced_message.attachments.0.placeholder_version,referenced_message.attachments.0.proxy_url,referenced_message.attachments.0.size,referenced_message.attachments.0.title,referenced_message.attachments.0.url,referenced_message.attachments.0.width,referenced_message.attachments.1.content_scan_version,referenced_message.attachments.1.content_type,referenced_message.attachments.1.filename,referenced_message.attachments.1.height,referenced_message.attachments.1.id,referenced_message.attachments.1.placeholder,referenced_message.attachments.1.placeholder_version,referenced_message.attachments.1.proxy_url,referenced_message.attachments.1.size,referenced_message.attachments.1.url,referenced_message.attachments.1.width,referenced_message.attachments.2.content_scan_version,referenced_message.attachments.2.content_type,referenced_message.attachments.2.filename,referenced_message.attachments.2.height,referenced_message.attachments.2.id,referenced_message.attachments.2.placeholder,referenced_message.attachments.2.placeholder_version,referenced_message.attachments.2.proxy_url,referenced_message.attachments.2.size,referenced_message.attachments.2.url,referenced_message.attachments.2.width,referenced_message.author.accent_color,referenced_message.author.avatar,referenced_message.author.avatar_decoration_data,referenced_message.author.avatar_decoration_data.asset,referenced_message.author.avatar_decoration_data.expires_at,referenced_message.author.avatar_decoration_data.sku_id,referenced_message.author.banner,referenced_message.author.banner_color,referenced_message.author.clan,referenced_message.author.clan.badge,referenced_message.author.clan.identity_enabled,referenced_message.author.clan.identity_guild_id,referenced_message.author.clan.tag,referenced_message.author.collectibles,referenced_message.author.collectibles.nameplate.asset,referenced_message.author.collectibles.nameplate.label,referenced_message.author.collectibles.nameplate.palette,referenced_message.author.collectibles.nameplate.sku_id,referenced_message.author.discriminator,referenced_message.author.display_name_styles,referenced_message.author.display_name_styles.colors,referenced_message.author.display_name_styles.colors.0,referenced_message.author.display_name_styles.colors.1,referenced_message.author.display_name_styles.effect_id,referenced_message.author.display_name_styles.font_id,referenced_message.author.flags,referenced_message.author.global_name,referenced_message.author.id,referenced_message.author.primary_guild,referenced_message.author.primary_guild.badge,referenced_message.author.primary_guild.identity_enabled,referenced_message.author.primary_guild.identity_guild_id,referenced_message.author.primary_guild.tag,referenced_message.author.public_flags,referenced_message.author.username,referenced_message.channel_id,referenced_message.components,referenced_message.content,referenced_message.edited_timestamp,referenced_message.embeds,referenced_message.embeds.0.author.name,referenced_message.embeds.0.author.url,referenced_message.embeds.0.color,referenced_message.embeds.0.content_scan_version,referenced_message.embeds.0.description,referenced_message.embeds.0.provider.name,referenced_message.embeds.0.provider.url,referenced_message.embeds.0.thumbnail.content_type,referenced_message.embeds.0.thumbnail.flags,referenced_message.embeds.0.thumbnail.height,referenced_message.embeds.0.thumbnail.placeholder,referenced_message.embeds.0.thumbnail.placeholder_version,referenced_message.embeds.0.thumbnail.proxy_url,referenced_message.embeds.0.thumbnail.url,referenced_message.embeds.0.thumbnail.width,referenced_message.embeds.0.title,referenced_message.embeds.0.type,referenced_message.embeds.0.url,referenced_message.embeds.0.video.flags,referenced_message.embeds.0.video.height,referenced_message.embeds.0.video.placeholder,referenced_message.embeds.0.video.placeholder_version,referenced_message.embeds.0.video.url,referenced_message.embeds.0.video.width,referenced_message.flags,referenced_message.id,referenced_message.mention_everyone,referenced_message.mention_roles,referenced_message.mentions,referenced_message.mentions.0.accent_color,referenced_message.mentions.0.avatar,referenced_message.mentions.0.avatar_decoration_data,referenced_message.mentions.0.avatar_decoration_data.asset,referenced_message.mentions.0.avatar_decoration_data.expires_at,referenced_message.mentions.0.avatar_decoration_data.sku_id,referenced_message.mentions.0.banner,referenced_message.mentions.0.banner_color,referenced_message.mentions.0.clan,referenced_message.mentions.0.clan.badge,referenced_message.mentions.0.clan.identity_enabled,referenced_message.mentions.0.clan.identity_guild_id,referenced_message.mentions.0.clan.tag,referenced_message.mentions.0.collectibles,referenced_message.mentions.0.collectibles.nameplate.asset,referenced_message.mentions.0.collectibles.nameplate.label,referenced_message.mentions.0.collectibles.nameplate.palette,referenced_message.mentions.0.collectibles.nameplate.sku_id,referenced_message.mentions.0.discriminator,referenced_message.mentions.0.display_name_styles,referenced_message.mentions.0.display_name_styles.colors,referenced_message.mentions.0.display_name_styles.colors.0,referenced_message.mentions.0.display_name_styles.effect_id,referenced_message.mentions.0.display_name_styles.font_id,referenced_message.mentions.0.flags,referenced_message.mentions.0.global_name,referenced_message.mentions.0.id,referenced_message.mentions.0.primary_guild,referenced_message.mentions.0.primary_guild.badge,referenced_message.mentions.0.primary_guild.identity_enabled,referenced_message.mentions.0.primary_guild.identity_guild_id,referenced_message.mentions.0.primary_guild.tag,referenced_message.mentions.0.public_flags,referenced_message.mentions.0.username,referenced_message.mentions.1.accent_color,referenced_message.mentions.1.avatar,referenced_message.mentions.1.avatar_decoration_data,referenced_message.mentions.1.banner,referenced_message.mentions.1.banner_color,referenced_message.mentions.1.clan,referenced_message.mentions.1.collectibles,referenced_message.mentions.1.discriminator,referenced_message.mentions.1.display_name_styles,referenced_message.mentions.1.flags,referenced_message.mentions.1.global_name,referenced_message.mentions.1.id,referenced_message.mentions.1.primary_guild,referenced_message.mentions.1.public_flags,referenced_message.mentions.1.username,referenced_message.mentions.2.accent_color,referenced_message.mentions.2.avatar,referenced_message.mentions.2.avatar_decoration_data.asset,referenced_message.mentions.2.avatar_decoration_data.expires_at,referenced_message.mentions.2.avatar_decoration_data.sku_id,referenced_message.mentions.2.banner,referenced_message.mentions.2.banner_color,referenced_message.mentions.2.clan,referenced_message.mentions.2.collectibles,referenced_message.mentions.2.discriminator,referenced_message.mentions.2.display_name_styles.colors.0,referenced_message.mentions.2.display_name_styles.effect_id,referenced_message.mentions.2.display_name_styles.font_id,referenced_message.mentions.2.flags,referenced_message.mentions.2.global_name,referenced_message.mentions.2.id,referenced_message.mentions.2.primary_guild,referenced_message.mentions.2.public_flags,referenced_message.mentions.2.username,referenced_message.message_reference.channel_id,referenced_message.message_reference.guild_id,referenced_message.message_reference.message_id,referenced_message.message_reference.type,referenced_message.pinned,referenced_message.timestamp,referenced_message.tts,referenced_message.type,resolved,role_subscription_data,sticker_items,stickers,thread,timestamp,tts,type,userName,webhook_id
1347004863573397535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97fc8464fd78b87830d8d421f894289d,,,,,,,,,,,,,,,,,0,,,,,,,0,Deathmetalthanatos,1242439909420044338,,,,,,0,deathmetalthanatos_42378,,1130291534802202735,,"<@455610038350774273> I think I need a bit more help with the Splatmap importer.  
I cant see ""Dotnet"" under Editor Settings Using Linux Mint",2025-03-06T00:36:25.616Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-06T00:36:25.616000+00:00,false,0,deathmetalthanatos_42378,
1346949674233237587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4dec7173c832eb3bd9545d017aad380,,,,,,,,,,,,,,,,,0,,,,,,,0,Northpaw,1087346967312609350,,,,,,0,retrale,,1130291534802202735,,"Legend, thank you.",2025-03-05T20:57:07.452Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1346889647136964659,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,1130291534802202735,,"* Ground LODs are built in, and not changeable except by mesh_lods and mesh_size.
* There's a page in the docs on Occlusion Culling. ~~Set your region size small enough to be occluded behind your landscape features.~~
* Instanced foliage LODs you need to design into your assets. Our system automatically finds them. The instancer page describes how they are expected to be setup.

Regular non-instanced Godot objects also need a LOD system and occlusion culling baked, and you can adjust performance based on shadows, AA and other rendering settings. These are all unrelated to Terrain3D.",2025-03-05T17:27:23.502000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,1346889647136964659,false,,,,b4dec7173c832eb3bd9545d017aad380,,,,,,,,,,,,,,,,,0,,,,,,0,Northpaw,1087346967312609350,,,,,,0,retrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1346886098407919717,0,false,2025-03-05T16:58:35.877000+00:00,false,19,,,,,,2025-03-05T20:57:07.452000+00:00,false,19,retrale,
1346899136519077929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,Right,2025-03-05T17:36:18.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-05T17:36:18.322000+00:00,false,0,tokisangames,
1346894787080355961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25fd1285287561dee4d39d9ac6f16e8c,,,,,,,,,,,,,,,,,0,,,,,,,0,Xtarsia,188054719481118720,,,,,,0,xtarsia,,1130291534802202735,,"> Set your region size small enough to be occluded behind your landscape features.
I think that doesn't have any bearing on the clipmap? Region size is independent from the mesh. (unless someone implements an alternative geometry method)",2025-03-05T17:19:01.335Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1346889647136964659,0,,false,,,,0,false,1,0,1,,👍,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,1130291534802202735,,"* Ground LODs are built in, and not changeable except by mesh_lods and mesh_size.
* There's a page in the docs on Occlusion Culling. ~~Set your region size small enough to be occluded behind your landscape features.~~
* Instanced foliage LODs you need to design into your assets. Our system automatically finds them. The instancer page describes how they are expected to be setup.

Regular non-instanced Godot objects also need a LOD system and occlusion culling baked, and you can adjust performance based on shadows, AA and other rendering settings. These are all unrelated to Terrain3D.",2025-03-05T17:27:23.502000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,1346889647136964659,false,,,,b4dec7173c832eb3bd9545d017aad380,,,,,,,,,,,,,,,,,0,,,,,,0,Northpaw,1087346967312609350,,,,,,0,retrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1346886098407919717,0,false,2025-03-05T16:58:35.877000+00:00,false,19,,,,,,2025-03-05T17:19:01.335000+00:00,false,19,xtarsia,
1346889647136964659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,"* Ground LODs are built in, and not changeable except by mesh_lods and mesh_size.
* There's a page in the docs on Occlusion Culling. ~~Set your region size small enough to be occluded behind your landscape features.~~
* Instanced foliage LODs you need to design into your assets. Our system automatically finds them. The instancer page describes how they are expected to be setup.

Regular non-instanced Godot objects also need a LOD system and occlusion culling baked, and you can adjust performance based on shadows, AA and other rendering settings. These are all unrelated to Terrain3D.",2025-03-05T16:58:35.877Z,2025-03-05T17:27:23.502000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,b4dec7173c832eb3bd9545d017aad380,,,,,,,,,,,,,,,,,0,,,,,,,0,Northpaw,1087346967312609350,,,,,,0,retrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1346886098407919717,0,,false,,,,0,false,1,0,1,,👍,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4dec7173c832eb3bd9545d017aad380,,,,,,,,,,,,,,,,,0,,,,,,,0,Northpaw,1087346967312609350,,,,,,0,retrale,1130291534802202735,,"Hey! New to Godot (last 6 months) working on building out an open world environment. I noticed some drops in performance when expanding the world, albeit I've not done anything with regards to performance management and rendering optimisations.

Wondering if there was a particular tutorial or submission in documentation you would point me towards for beginning to understand LOD Management, Occlusion Culling and any additional rendering strategies to build a really efficient system in a large open world.

As you can tell I'm not an engineer by trade, but hoping to be pointed in the right direction",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1346886098407919717,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2025-03-05T16:44:29.794000+00:00,false,0,,,,,,2025-03-05T16:58:35.877000+00:00,false,19,tokisangames,
1346886098407919717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4dec7173c832eb3bd9545d017aad380,,,,,,,,,,,,,,,,,0,,,,,,,0,Northpaw,1087346967312609350,,,,,,0,retrale,,1130291534802202735,,"Hey! New to Godot (last 6 months) working on building out an open world environment. I noticed some drops in performance when expanding the world, albeit I've not done anything with regards to performance management and rendering optimisations.

Wondering if there was a particular tutorial or submission in documentation you would point me towards for beginning to understand LOD Management, Occlusion Culling and any additional rendering strategies to build a really efficient system in a large open world.

As you can tell I'm not an engineer by trade, but hoping to be pointed in the right direction",2025-03-05T16:44:29.794Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-05T16:44:29.794000+00:00,false,0,retrale,
1346818228889845853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32944281242021d55f2315211e04017a,,,,,,,,,,,,,,,,,0,,,,,,,256,skojja,622068267825102860,,,,,,256,skojja,,1130291534802202735,,Thanks,2025-03-05T12:14:48.440Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1346545052394066023,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,1130291534802202735,,Don't use that. Use the asset dock as shown in the UI documentation.,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1346545052394066023,false,,,,32944281242021d55f2315211e04017a,,,,,,,,,,,,,,,,,0,,,,,,256,skojja,622068267825102860,,,,,,256,skojja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1346522352560898129,0,false,2025-03-04T18:09:18.088000+00:00,false,19,,,,,,2025-03-05T12:14:48.440000+00:00,false,19,skojja,
1346742907608105074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,"You can change height and update collision for any need you have, along vertices. However mole paths are much smaller than vertices and don't need collision. You should make the inverse of snow footsteps instead. Search discord for people talking about that.",2025-03-05T07:15:30.447Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,5a22754992f8498e9880b854e099686d,,,,,,,,,,,,,,,,,0,,,,,,,0,DarthMorty,210159627034165248,,,,,,0,paidview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1346702912453083158,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a22754992f8498e9880b854e099686d,,,,,,,,,,,,,,,,,0,,,,,,,0,DarthMorty,210159627034165248,,,,,,0,paidview,1130291534802202735,,"Hey Cory! I noticed you recently added dynamic collision, which you mention mesh deformation. I have a usecase I'm trying to design, where I have a mole, which digs under the ground, and leaves little bumps (just like in the summer in your backyard, where you can squish them down with your feet)

I realized this may be a good use-case for the dynamic collision, because I could deform the mesh along the Curve3D of the mole's path. Is this a usecase you think could be easily supported?",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1346702912453083158,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2025-03-05T04:36:34.859000+00:00,false,0,,,,,,2025-03-05T07:15:30.447000+00:00,false,19,tokisangames,
1346729281069252681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a_347b8c5b9e3c17f6a20344039db7d6bd,,a_ea8e2e628bacdddb1ef18cb382aa454c,,1179493515076579375,,,,7dff089fbee252a67e72a08ae58a0376,true,1342697084750401548,RSNG,,,,,,0,,,14672098,,5,7,64,biome?,99679712363675648,,7dff089fbee252a67e72a08ae58a0376,true,1342697084750401548,RSNG,64,biome,,1130291534802202735,,"I will try this, thanks",2025-03-05T06:21:21.627Z,2025-03-05T06:21:25.375000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,c943b4cafa57db0366fc9ef01a1ab60b,,a_0f58d3073cdbe07d09b21963346e7a00,1771200000,1446317166008864881,,,,7d3ef7d698b97deb8b1d11b81dda1e6e,true,1235157165589794909,.gd,,,,,,0,,,,,,,0,TranquilMarmot,572604045777436672,,7d3ef7d698b97deb8b1d11b81dda1e6e,true,1235157165589794909,.gd,0,tranquilmarmot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1346727921309585509,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,2,image/png,Screenshot_2025-03-04_at_10.15.42_PM.png,672,1346727921120968825,jgcCBYB/zrZtiGlmiLd7l3CV+Jh3,1,https://media.discordapp.net/attachments/1130291534802202735/1346727921120968825/Screenshot_2025-03-04_at_10.15.42_PM.png?ex=69653a5d&is=6963e8dd&hm=9ac63adf10f4a65f5623660ce554f0209713f701d1f432cf5f6a7f64128f74f7&,150376,Screenshot 2025-03-04 at 10.15.42 PM,https://cdn.discordapp.com/attachments/1130291534802202735/1346727921120968825/Screenshot_2025-03-04_at_10.15.42_PM.png?ex=69653a5d&is=6963e8dd&hm=9ac63adf10f4a65f5623660ce554f0209713f701d1f432cf5f6a7f64128f74f7&,1032,,,,,,,,,,,,,,,,,,,,,,,,c943b4cafa57db0366fc9ef01a1ab60b,,a_0f58d3073cdbe07d09b21963346e7a00,1771200000,1446317166008864881,,,,7d3ef7d698b97deb8b1d11b81dda1e6e,true,1235157165589794909,.gd,,,,,,0,,,,,,,0,TranquilMarmot,572604045777436672,,7d3ef7d698b97deb8b1d11b81dda1e6e,true,1235157165589794909,.gd,0,tranquilmarmot,1130291534802202735,,"In the Terrain3D node, set ""Collision Mode"" to ""Dynamic / Editor"", otherwise collision data isn't available in the editor",,,,,,,,,,,,,,,,,,,,,,,,,,,0,1346727921309585509,false,,,,a_347b8c5b9e3c17f6a20344039db7d6bd,,a_ea8e2e628bacdddb1ef18cb382aa454c,,1179493515076579375,,,,7dff089fbee252a67e72a08ae58a0376,true,1342697084750401548,RSNG,,,,,,0,,,14672098,5,7,64,biome?,99679712363675648,,7dff089fbee252a67e72a08ae58a0376,true,1342697084750401548,RSNG,64,biome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1346721722858082365,0,false,2025-03-05T06:15:57.435000+00:00,false,19,,,,,,2025-03-05T06:21:21.627000+00:00,false,19,biome,
1346728217934827602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c943b4cafa57db0366fc9ef01a1ab60b,,a_0f58d3073cdbe07d09b21963346e7a00,1771200000,1446317166008864881,,,,7d3ef7d698b97deb8b1d11b81dda1e6e,true,1235157165589794909,.gd,,,,,,0,,,,,,,0,TranquilMarmot,572604045777436672,,7d3ef7d698b97deb8b1d11b81dda1e6e,true,1235157165589794909,.gd,0,tranquilmarmot,,1130291534802202735,,"idk if that actually has an effect on where the points are put down, though 🤔 I always have a hard time creating Path3D points 😩",2025-03-05T06:17:08.156Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-05T06:17:08.156000+00:00,false,0,tranquilmarmot,
