id,activity,application,application_id,attachments,attachments.0.content_scan_version,attachments.0.content_type,attachments.0.filename,attachments.0.height,attachments.0.id,attachments.0.placeholder,attachments.0.placeholder_version,attachments.0.proxy_url,attachments.0.size,attachments.0.url,attachments.0.width,attachments.1.content_scan_version,attachments.1.content_type,attachments.1.filename,attachments.1.height,attachments.1.id,attachments.1.placeholder,attachments.1.placeholder_version,attachments.1.proxy_url,attachments.1.size,attachments.1.url,attachments.1.width,attachments.2.content_scan_version,attachments.2.content_type,attachments.2.filename,attachments.2.height,attachments.2.id,attachments.2.placeholder,attachments.2.placeholder_version,attachments.2.proxy_url,attachments.2.size,attachments.2.url,attachments.2.width,author.accent_color,author.avatar,author.avatar_decoration_data,author.avatar_decoration_data.asset,author.avatar_decoration_data.expires_at,author.avatar_decoration_data.sku_id,author.banner,author.banner_color,author.clan,author.clan.badge,author.clan.identity_enabled,author.clan.identity_guild_id,author.clan.tag,author.collectibles,author.collectibles.nameplate.asset,author.collectibles.nameplate.label,author.collectibles.nameplate.palette,author.collectibles.nameplate.sku_id,author.discriminator,author.display_name_styles,author.display_name_styles.colors.0,author.display_name_styles.colors.1,author.display_name_styles.effect_id,author.display_name_styles.font_id,author.flags,author.global_name,author.id,author.primary_guild,author.primary_guild.badge,author.primary_guild.identity_enabled,author.primary_guild.identity_guild_id,author.primary_guild.tag,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,embeds.0.author.name,embeds.0.author.url,embeds.0.color,embeds.0.content_scan_version,embeds.0.description,embeds.0.provider.name,embeds.0.provider.url,embeds.0.reference_id,embeds.0.thumbnail.content_type,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.title,embeds.0.type,embeds.0.url,embeds.0.video.content_type,embeds.0.video.flags,embeds.0.video.height,embeds.0.video.proxy_url,embeds.0.video.url,embeds.0.video.width,flags,interaction,mention_channels,mention_everyone,mentions,mentions.0.accent_color,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.avatar_decoration_data.asset,mentions.0.avatar_decoration_data.expires_at,mentions.0.avatar_decoration_data.sku_id,mentions.0.banner,mentions.0.banner_color,mentions.0.clan,mentions.0.clan.badge,mentions.0.clan.identity_enabled,mentions.0.clan.identity_guild_id,mentions.0.clan.tag,mentions.0.collectibles,mentions.0.collectibles.nameplate.asset,mentions.0.collectibles.nameplate.label,mentions.0.collectibles.nameplate.palette,mentions.0.collectibles.nameplate.sku_id,mentions.0.discriminator,mentions.0.display_name_styles,mentions.0.display_name_styles.colors.0,mentions.0.display_name_styles.colors.1,mentions.0.display_name_styles.effect_id,mentions.0.display_name_styles.font_id,mentions.0.flags,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.primary_guild.badge,mentions.0.primary_guild.identity_enabled,mentions.0.primary_guild.identity_guild_id,mentions.0.primary_guild.tag,mentions.0.public_flags,mentions.0.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,reactions.0.burst_colors,reactions.0.burst_count,reactions.0.burst_me,reactions.0.count,reactions.0.count_details.burst,reactions.0.count_details.normal,reactions.0.emoji.id,reactions.0.emoji.name,reactions.0.me,reactions.0.me_burst,reactions.1.burst_colors,reactions.1.burst_count,reactions.1.burst_me,reactions.1.count,reactions.1.count_details.burst,reactions.1.count_details.normal,reactions.1.emoji.id,reactions.1.emoji.name,reactions.1.me,reactions.1.me_burst,referenced_message,referenced_message.attachments,referenced_message.attachments.0.content_scan_version,referenced_message.attachments.0.content_type,referenced_message.attachments.0.filename,referenced_message.attachments.0.height,referenced_message.attachments.0.id,referenced_message.attachments.0.placeholder,referenced_message.attachments.0.placeholder_version,referenced_message.attachments.0.proxy_url,referenced_message.attachments.0.size,referenced_message.attachments.0.url,referenced_message.attachments.0.width,referenced_message.attachments.1.content_scan_version,referenced_message.attachments.1.content_type,referenced_message.attachments.1.filename,referenced_message.attachments.1.height,referenced_message.attachments.1.id,referenced_message.attachments.1.placeholder,referenced_message.attachments.1.placeholder_version,referenced_message.attachments.1.proxy_url,referenced_message.attachments.1.size,referenced_message.attachments.1.url,referenced_message.attachments.1.width,referenced_message.author.accent_color,referenced_message.author.avatar,referenced_message.author.avatar_decoration_data,referenced_message.author.avatar_decoration_data.asset,referenced_message.author.avatar_decoration_data.expires_at,referenced_message.author.avatar_decoration_data.sku_id,referenced_message.author.banner,referenced_message.author.banner_color,referenced_message.author.clan,referenced_message.author.clan.badge,referenced_message.author.clan.identity_enabled,referenced_message.author.clan.identity_guild_id,referenced_message.author.clan.tag,referenced_message.author.collectibles,referenced_message.author.collectibles.nameplate.asset,referenced_message.author.collectibles.nameplate.label,referenced_message.author.collectibles.nameplate.palette,referenced_message.author.collectibles.nameplate.sku_id,referenced_message.author.discriminator,referenced_message.author.display_name_styles,referenced_message.author.display_name_styles.colors.0,referenced_message.author.display_name_styles.colors.1,referenced_message.author.display_name_styles.effect_id,referenced_message.author.display_name_styles.font_id,referenced_message.author.flags,referenced_message.author.global_name,referenced_message.author.id,referenced_message.author.primary_guild,referenced_message.author.primary_guild.badge,referenced_message.author.primary_guild.identity_enabled,referenced_message.author.primary_guild.identity_guild_id,referenced_message.author.primary_guild.tag,referenced_message.author.public_flags,referenced_message.author.username,referenced_message.channel_id,referenced_message.components,referenced_message.content,referenced_message.edited_timestamp,referenced_message.embeds,referenced_message.embeds.0.author.name,referenced_message.embeds.0.author.url,referenced_message.embeds.0.color,referenced_message.embeds.0.content_scan_version,referenced_message.embeds.0.description,referenced_message.embeds.0.provider.name,referenced_message.embeds.0.provider.url,referenced_message.embeds.0.thumbnail.content_type,referenced_message.embeds.0.thumbnail.flags,referenced_message.embeds.0.thumbnail.height,referenced_message.embeds.0.thumbnail.proxy_url,referenced_message.embeds.0.thumbnail.url,referenced_message.embeds.0.thumbnail.width,referenced_message.embeds.0.title,referenced_message.embeds.0.type,referenced_message.embeds.0.url,referenced_message.embeds.0.video.flags,referenced_message.embeds.0.video.height,referenced_message.embeds.0.video.url,referenced_message.embeds.0.video.width,referenced_message.flags,referenced_message.id,referenced_message.mention_everyone,referenced_message.mention_roles,referenced_message.mentions,referenced_message.mentions.0.accent_color,referenced_message.mentions.0.avatar,referenced_message.mentions.0.avatar_decoration_data,referenced_message.mentions.0.avatar_decoration_data.asset,referenced_message.mentions.0.avatar_decoration_data.expires_at,referenced_message.mentions.0.avatar_decoration_data.sku_id,referenced_message.mentions.0.banner,referenced_message.mentions.0.banner_color,referenced_message.mentions.0.clan,referenced_message.mentions.0.clan.badge,referenced_message.mentions.0.clan.identity_enabled,referenced_message.mentions.0.clan.identity_guild_id,referenced_message.mentions.0.clan.tag,referenced_message.mentions.0.collectibles,referenced_message.mentions.0.collectibles.nameplate.asset,referenced_message.mentions.0.collectibles.nameplate.label,referenced_message.mentions.0.collectibles.nameplate.palette,referenced_message.mentions.0.collectibles.nameplate.sku_id,referenced_message.mentions.0.discriminator,referenced_message.mentions.0.display_name_styles,referenced_message.mentions.0.flags,referenced_message.mentions.0.global_name,referenced_message.mentions.0.id,referenced_message.mentions.0.primary_guild,referenced_message.mentions.0.primary_guild.badge,referenced_message.mentions.0.primary_guild.identity_enabled,referenced_message.mentions.0.primary_guild.identity_guild_id,referenced_message.mentions.0.primary_guild.tag,referenced_message.mentions.0.public_flags,referenced_message.mentions.0.username,referenced_message.message_reference.channel_id,referenced_message.message_reference.guild_id,referenced_message.message_reference.message_id,referenced_message.message_reference.type,referenced_message.pinned,referenced_message.timestamp,referenced_message.tts,referenced_message.type,resolved,role_subscription_data,sticker_items,sticker_items.0.format_type,sticker_items.0.id,sticker_items.0.name,stickers,thread,timestamp,tts,type,userName,webhook_id
1201465006139658340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,Look at editor.gd to learn how it tracks the mouse position without raycasting against collision.,2024-01-29T09:52:59.604Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,94e074b07cf50c961f52afe91c0eaa39,,,,,,,,,,,,,,,,,0,,,,,,0,mrpinkdev,366950294237741056,,,,,,0,mrpinkdev,,1130291534802202735,691957978680786944,1201458842660249670,0,,false,,,,0,false,1,0,1,,🙏,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94e074b07cf50c961f52afe91c0eaa39,,,,,,,,,,,,,,,,,0,,,,,,0,mrpinkdev,366950294237741056,,,,,,0,mrpinkdev,1130291534802202735,,"I want to adapt project_on_terrain3d.gd  for placing nodes based on mouse cursor position, is that possible without baking a terrain mesh? Guess it's possible with top-down orthogonal view mode so I don't have to raycast anyting, but what about the perspective view?",,,,,,,,,,,,,,,,,,,,,,,0,1201458842660249670,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024-01-29T09:28:30.116000+00:00,false,0,,,,,,,,,2024-01-29T09:52:59.604000+00:00,false,19,tokisangames,
1201458842660249670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94e074b07cf50c961f52afe91c0eaa39,,,,,,,,,,,,,,,,,0,,,,,,0,mrpinkdev,366950294237741056,,,,,,0,mrpinkdev,,1130291534802202735,,"I want to adapt project_on_terrain3d.gd  for placing nodes based on mouse cursor position, is that possible without baking a terrain mesh? Guess it's possible with top-down orthogonal view mode so I don't have to raycast anyting, but what about the perspective view?",2024-01-29T09:28:30.116Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-29T09:28:30.116000+00:00,false,0,mrpinkdev,
1201251048367607909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5697ca97aab8471f7572f9df14039760,,,,,,,,eda770f3d7806c5809adda0215c166b3,true,302152934249070593,VS,,,,,,0,,,,,,0,RisingThumb,317975011707322369,,eda770f3d7806c5809adda0215c166b3,true,302152934249070593,VS,0,risingthumb,,1130291534802202735,,"Add a new plane mesh with the material of water? Or if you're looking for rivers, look at using something like water ways or something similar to that",2024-01-28T19:42:48.096Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28T19:42:48.096000+00:00,false,0,risingthumb,
1201246908509859910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90065dc09b132decf461f253c99fff46,,,,,,,,,,,,,,,,,0,,,,,,0,THE_JD,715209502424563752,,,,,,0,the_jd_real,,1130291534802202735,,how to add water to a terrain3d map,2024-01-28T19:26:21.077Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28T19:26:21.077000+00:00,false,0,the_jd_real,
1201167868012810311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,Ah of course because the lods are making the vertices move all over the place. Same problem with non-cel shaded when I attempted to do vertex normals only.,2024-01-28T14:12:16.354Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28T14:12:16.354000+00:00,false,0,tokisangames,
1201166901435445338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3661edd539b308fcfc7689b6de00d716,,,,,,,,,,,,,,,,,0,,,,,,0,StAkira,489661176481841158,,,,,,0,stakira,,1130291534802202735,,The mesh change while moving is more apparent though,2024-01-28T14:08:25.904Z,2024-01-28T14:08:46.571000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28T14:08:25.904000+00:00,false,0,stakira,
1201166365717954650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,The cleaner one,2024-01-28T14:06:18.179Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,3661edd539b308fcfc7689b6de00d716,,,,,,,,,,,,,,,,,0,,,,,,0,StAkira,489661176481841158,,,,,,0,stakira,,1130291534802202735,691957978680786944,1201055113301741608,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,1,image/png,image.png,406,1201055112844546068,Z/gJI4iMe5Z/d5eXlEBRCTU=,1,https://media.discordapp.net/attachments/1130291534802202735/1201055112844546068/image.png?ex=696540fd&is=6963ef7d&hm=d5d7ae0309343b80cc5a2ddb087a07c7d9b72f3b84d91a0bd7ae977c38b06ed5&,219753,https://cdn.discordapp.com/attachments/1130291534802202735/1201055112844546068/image.png?ex=696540fd&is=6963ef7d&hm=d5d7ae0309343b80cc5a2ddb087a07c7d9b72f3b84d91a0bd7ae977c38b06ed5&,950,1,image/png,image.png,393,1201055113100402688,Z/gJI4iLepdvd5eYlEBBCTU=,1,https://media.discordapp.net/attachments/1130291534802202735/1201055113100402688/image.png?ex=696540fd&is=6963ef7d&hm=2ea4c9928e5b9b17c23d750fe20c38289b63b32e2df464eb9707f03ddd3b9bd6&,200679,https://cdn.discordapp.com/attachments/1130291534802202735/1201055113100402688/image.png?ex=696540fd&is=6963ef7d&hm=2ea4c9928e5b9b17c23d750fe20c38289b63b32e2df464eb9707f03ddd3b9bd6&,949,,3661edd539b308fcfc7689b6de00d716,,,,,,,,,,,,,,,,,0,,,,,,0,StAkira,489661176481841158,,,,,,0,stakira,1130291534802202735,,Which would you like more? Fragment vs vertex normal.,,,,,,,,,,,,,,,,,,,,,,,0,1201055113301741608,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024-01-28T06:44:13.536000+00:00,false,0,,,,,,,,,2024-01-28T14:06:18.179000+00:00,false,19,tokisangames,
1201121968464855080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,Disable the autoshader then try painting. You may be painting rock on rock and disabling the autoshader. Re-watch my 2nd tutorial video where I explained this. Use the autoshader debug view and see if your blocky painting is where the autoshader is disabled.,2024-01-28T11:09:53.049Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,0000,,,,,,0,,456226577798135808,,,,,,0,Deleted User,,1130291534802202735,691957978680786944,1201056586240626688,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000,,,,,,0,,456226577798135808,,,,,,0,Deleted User,1130291534802202735,,is that just only possible with the auto shader or can i do that with texture paint as well,,,,,,,,,,,,,,,,,,,,,,,0,1201056586240626688,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024-01-28T06:50:04.712000+00:00,false,0,,,,,,,,,2024-01-28T11:09:53.049000+00:00,false,19,tokisangames,
1201114626545426432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,"If you want to save it to an image file for external use, then as I wrote, convert the texture to an image and save it to disk using the image class API. Or if you want to save it as a Terrain3DStorage, tell the ResourceSaver to do it. Either way you need read the Godot API, our API, and our code. This is a necessary part of programming, not just in gamedev, but in all industries and languages. The Godot API docs are pretty good. Ours is lacking, so you'll need to look at code. See the code for Terrain3DStorage::save() for instance.",2024-01-28T10:40:42.599Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,e615a16462f79f108d64f452601fca34,,a_635e4ddde3b2f9dc0ae874e17194679c,1771459200,1448114830778171637,,,,,,,,,,,,,0,,,,,,0,St Lucifer,520780918013689866,,,,,,0,stlucifer6666,,1130291534802202735,691957978680786944,1201079513933684808,0,,false,,,,0,false,2,0,2,,❤️,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e615a16462f79f108d64f452601fca34,,a_635e4ddde3b2f9dc0ae874e17194679c,1771459200,1448114830778171637,,,,,,,,,,,,,0,,,,,,0,St Lucifer,520780918013689866,,,,,,0,stlucifer6666,1130291534802202735,,Sorry for phrasing the question in a weird way I'm pretty new to godot/gamedev. I meant in the part 2 demo video you showcased some procedural generation using fastnoiselite for terrain 3d. The entire map is generated at runtime and I don't see it in the viewport. So I was wondering how would I go about saving the terrainmap once it's generated?,,,,,,,,,,,,,,,,,,,,,,,0,1201079513933684808,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2024-01-28T08:21:11.100000+00:00,false,0,,,,,,,,,2024-01-28T10:40:42.599000+00:00,false,19,tokisangames,
1201079513933684808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e615a16462f79f108d64f452601fca34,,a_635e4ddde3b2f9dc0ae874e17194679c,1771459200,1448114830778171637,,,,,,,,,,,,,0,,,,,,0,St Lucifer,520780918013689866,,,,,,0,stlucifer6666,,1130291534802202735,,Sorry for phrasing the question in a weird way I'm pretty new to godot/gamedev. I meant in the part 2 demo video you showcased some procedural generation using fastnoiselite for terrain 3d. The entire map is generated at runtime and I don't see it in the viewport. So I was wondering how would I go about saving the terrainmap once it's generated?,2024-01-28T08:21:11.100Z,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-28T08:21:11.100000+00:00,false,0,stlucifer6666,
