id,activity,application,application_id,attachments,attachments.0.content_scan_version,attachments.0.content_type,attachments.0.filename,attachments.0.height,attachments.0.id,attachments.0.placeholder,attachments.0.placeholder_version,attachments.0.proxy_url,attachments.0.size,attachments.0.url,attachments.0.width,attachments.1.content_scan_version,attachments.1.content_type,attachments.1.filename,attachments.1.height,attachments.1.id,attachments.1.placeholder,attachments.1.placeholder_version,attachments.1.proxy_url,attachments.1.size,attachments.1.url,attachments.1.width,attachments.2.content_scan_version,attachments.2.content_type,attachments.2.filename,attachments.2.height,attachments.2.id,attachments.2.placeholder,attachments.2.placeholder_version,attachments.2.proxy_url,attachments.2.size,attachments.2.url,attachments.2.width,author.accent_color,author.avatar,author.avatar_decoration_data,author.avatar_decoration_data.asset,author.avatar_decoration_data.expires_at,author.avatar_decoration_data.sku_id,author.banner,author.banner_color,author.clan,author.clan.badge,author.clan.identity_enabled,author.clan.identity_guild_id,author.clan.tag,author.collectibles,author.collectibles.nameplate.asset,author.collectibles.nameplate.label,author.collectibles.nameplate.palette,author.collectibles.nameplate.sku_id,author.discriminator,author.display_name_styles,author.display_name_styles.colors.0,author.display_name_styles.colors.1,author.display_name_styles.effect_id,author.display_name_styles.font_id,author.flags,author.global_name,author.id,author.primary_guild,author.primary_guild.badge,author.primary_guild.identity_enabled,author.primary_guild.identity_guild_id,author.primary_guild.tag,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,embeds.0.author.icon_url,embeds.0.author.name,embeds.0.author.proxy_icon_url,embeds.0.author.url,embeds.0.color,embeds.0.content_scan_version,embeds.0.description,embeds.0.footer.icon_url,embeds.0.footer.proxy_icon_url,embeds.0.footer.text,embeds.0.provider.name,embeds.0.provider.url,embeds.0.reference_id,embeds.0.thumbnail.content_type,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.timestamp,embeds.0.title,embeds.0.type,embeds.0.url,embeds.0.video.content_type,embeds.0.video.flags,embeds.0.video.height,embeds.0.video.proxy_url,embeds.0.video.url,embeds.0.video.width,embeds.1.color,embeds.1.content_scan_version,embeds.1.description,embeds.1.provider.name,embeds.1.title,embeds.1.type,embeds.1.url,flags,interaction,mention_channels,mention_everyone,mentions,mentions.0.accent_color,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.avatar_decoration_data.asset,mentions.0.avatar_decoration_data.expires_at,mentions.0.avatar_decoration_data.sku_id,mentions.0.banner,mentions.0.banner_color,mentions.0.clan,mentions.0.clan.badge,mentions.0.clan.identity_enabled,mentions.0.clan.identity_guild_id,mentions.0.clan.tag,mentions.0.collectibles,mentions.0.collectibles.nameplate.asset,mentions.0.collectibles.nameplate.label,mentions.0.collectibles.nameplate.palette,mentions.0.collectibles.nameplate.sku_id,mentions.0.discriminator,mentions.0.display_name_styles,mentions.0.display_name_styles.colors.0,mentions.0.display_name_styles.colors.1,mentions.0.display_name_styles.effect_id,mentions.0.display_name_styles.font_id,mentions.0.flags,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.primary_guild.badge,mentions.0.primary_guild.identity_enabled,mentions.0.primary_guild.identity_guild_id,mentions.0.primary_guild.tag,mentions.0.public_flags,mentions.0.username,mentions.1.accent_color,mentions.1.avatar,mentions.1.avatar_decoration_data,mentions.1.avatar_decoration_data.asset,mentions.1.avatar_decoration_data.expires_at,mentions.1.avatar_decoration_data.sku_id,mentions.1.banner,mentions.1.banner_color,mentions.1.clan,mentions.1.clan.badge,mentions.1.clan.identity_enabled,mentions.1.clan.identity_guild_id,mentions.1.clan.tag,mentions.1.collectibles,mentions.1.discriminator,mentions.1.display_name_styles,mentions.1.flags,mentions.1.global_name,mentions.1.id,mentions.1.primary_guild,mentions.1.primary_guild.badge,mentions.1.primary_guild.identity_enabled,mentions.1.primary_guild.identity_guild_id,mentions.1.primary_guild.tag,mentions.1.public_flags,mentions.1.username,mentions.2.accent_color,mentions.2.avatar,mentions.2.avatar_decoration_data.asset,mentions.2.avatar_decoration_data.expires_at,mentions.2.avatar_decoration_data.sku_id,mentions.2.banner,mentions.2.banner_color,mentions.2.clan.badge,mentions.2.clan.identity_enabled,mentions.2.clan.identity_guild_id,mentions.2.clan.tag,mentions.2.collectibles,mentions.2.discriminator,mentions.2.display_name_styles,mentions.2.flags,mentions.2.global_name,mentions.2.id,mentions.2.primary_guild.badge,mentions.2.primary_guild.identity_enabled,mentions.2.primary_guild.identity_guild_id,mentions.2.primary_guild.tag,mentions.2.public_flags,mentions.2.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,reactions.0.burst_colors,reactions.0.burst_count,reactions.0.burst_me,reactions.0.count,reactions.0.count_details.burst,reactions.0.count_details.normal,reactions.0.emoji.id,reactions.0.emoji.name,reactions.0.me,reactions.0.me_burst,referenced_message,referenced_message.attachments,referenced_message.attachments.0.content_scan_version,referenced_message.attachments.0.content_type,referenced_message.attachments.0.filename,referenced_message.attachments.0.height,referenced_message.attachments.0.id,referenced_message.attachments.0.placeholder,referenced_message.attachments.0.placeholder_version,referenced_message.attachments.0.proxy_url,referenced_message.attachments.0.size,referenced_message.attachments.0.url,referenced_message.attachments.0.width,referenced_message.attachments.1.content_scan_version,referenced_message.attachments.1.content_type,referenced_message.attachments.1.filename,referenced_message.attachments.1.height,referenced_message.attachments.1.id,referenced_message.attachments.1.placeholder,referenced_message.attachments.1.placeholder_version,referenced_message.attachments.1.proxy_url,referenced_message.attachments.1.size,referenced_message.attachments.1.url,referenced_message.attachments.1.width,referenced_message.author.accent_color,referenced_message.author.avatar,referenced_message.author.avatar_decoration_data,referenced_message.author.avatar_decoration_data.asset,referenced_message.author.avatar_decoration_data.expires_at,referenced_message.author.avatar_decoration_data.sku_id,referenced_message.author.banner,referenced_message.author.banner_color,referenced_message.author.clan,referenced_message.author.clan.badge,referenced_message.author.clan.identity_enabled,referenced_message.author.clan.identity_guild_id,referenced_message.author.clan.tag,referenced_message.author.collectibles,referenced_message.author.collectibles.nameplate.asset,referenced_message.author.collectibles.nameplate.label,referenced_message.author.collectibles.nameplate.palette,referenced_message.author.collectibles.nameplate.sku_id,referenced_message.author.discriminator,referenced_message.author.display_name_styles,referenced_message.author.display_name_styles.colors.0,referenced_message.author.display_name_styles.colors.1,referenced_message.author.display_name_styles.effect_id,referenced_message.author.display_name_styles.font_id,referenced_message.author.flags,referenced_message.author.global_name,referenced_message.author.id,referenced_message.author.primary_guild,referenced_message.author.primary_guild.badge,referenced_message.author.primary_guild.identity_enabled,referenced_message.author.primary_guild.identity_guild_id,referenced_message.author.primary_guild.tag,referenced_message.author.public_flags,referenced_message.author.username,referenced_message.channel_id,referenced_message.components,referenced_message.content,referenced_message.edited_timestamp,referenced_message.embeds,referenced_message.embeds.0.color,referenced_message.embeds.0.content_scan_version,referenced_message.embeds.0.description,referenced_message.embeds.0.provider.name,referenced_message.embeds.0.provider.url,referenced_message.embeds.0.reference_id,referenced_message.embeds.0.thumbnail.content_type,referenced_message.embeds.0.thumbnail.flags,referenced_message.embeds.0.thumbnail.height,referenced_message.embeds.0.thumbnail.proxy_url,referenced_message.embeds.0.thumbnail.url,referenced_message.embeds.0.thumbnail.width,referenced_message.embeds.0.title,referenced_message.embeds.0.type,referenced_message.embeds.0.url,referenced_message.embeds.0.video.content_type,referenced_message.embeds.0.video.flags,referenced_message.embeds.0.video.height,referenced_message.embeds.0.video.proxy_url,referenced_message.embeds.0.video.url,referenced_message.embeds.0.video.width,referenced_message.flags,referenced_message.id,referenced_message.mention_everyone,referenced_message.mention_roles,referenced_message.mentions,referenced_message.mentions.0.accent_color,referenced_message.mentions.0.avatar,referenced_message.mentions.0.avatar_decoration_data,referenced_message.mentions.0.avatar_decoration_data.asset,referenced_message.mentions.0.avatar_decoration_data.expires_at,referenced_message.mentions.0.avatar_decoration_data.sku_id,referenced_message.mentions.0.banner,referenced_message.mentions.0.banner_color,referenced_message.mentions.0.clan,referenced_message.mentions.0.clan.badge,referenced_message.mentions.0.clan.identity_enabled,referenced_message.mentions.0.clan.identity_guild_id,referenced_message.mentions.0.clan.tag,referenced_message.mentions.0.collectibles,referenced_message.mentions.0.collectibles.nameplate.asset,referenced_message.mentions.0.collectibles.nameplate.label,referenced_message.mentions.0.collectibles.nameplate.palette,referenced_message.mentions.0.collectibles.nameplate.sku_id,referenced_message.mentions.0.discriminator,referenced_message.mentions.0.display_name_styles,referenced_message.mentions.0.display_name_styles.colors.0,referenced_message.mentions.0.display_name_styles.colors.1,referenced_message.mentions.0.display_name_styles.effect_id,referenced_message.mentions.0.display_name_styles.font_id,referenced_message.mentions.0.flags,referenced_message.mentions.0.global_name,referenced_message.mentions.0.id,referenced_message.mentions.0.primary_guild,referenced_message.mentions.0.primary_guild.badge,referenced_message.mentions.0.primary_guild.identity_enabled,referenced_message.mentions.0.primary_guild.identity_guild_id,referenced_message.mentions.0.primary_guild.tag,referenced_message.mentions.0.public_flags,referenced_message.mentions.0.username,referenced_message.mentions.1.accent_color,referenced_message.mentions.1.avatar,referenced_message.mentions.1.avatar_decoration_data,referenced_message.mentions.1.banner,referenced_message.mentions.1.banner_color,referenced_message.mentions.1.clan,referenced_message.mentions.1.collectibles,referenced_message.mentions.1.discriminator,referenced_message.mentions.1.display_name_styles,referenced_message.mentions.1.flags,referenced_message.mentions.1.global_name,referenced_message.mentions.1.id,referenced_message.mentions.1.primary_guild,referenced_message.mentions.1.public_flags,referenced_message.mentions.1.username,referenced_message.mentions.2.accent_color,referenced_message.mentions.2.avatar,referenced_message.mentions.2.avatar_decoration_data.asset,referenced_message.mentions.2.avatar_decoration_data.expires_at,referenced_message.mentions.2.avatar_decoration_data.sku_id,referenced_message.mentions.2.banner,referenced_message.mentions.2.banner_color,referenced_message.mentions.2.clan.badge,referenced_message.mentions.2.clan.identity_enabled,referenced_message.mentions.2.clan.identity_guild_id,referenced_message.mentions.2.clan.tag,referenced_message.mentions.2.collectibles,referenced_message.mentions.2.discriminator,referenced_message.mentions.2.display_name_styles,referenced_message.mentions.2.flags,referenced_message.mentions.2.global_name,referenced_message.mentions.2.id,referenced_message.mentions.2.primary_guild.badge,referenced_message.mentions.2.primary_guild.identity_enabled,referenced_message.mentions.2.primary_guild.identity_guild_id,referenced_message.mentions.2.primary_guild.tag,referenced_message.mentions.2.public_flags,referenced_message.mentions.2.username,referenced_message.message_reference.channel_id,referenced_message.message_reference.guild_id,referenced_message.message_reference.message_id,referenced_message.message_reference.type,referenced_message.pinned,referenced_message.timestamp,referenced_message.tts,referenced_message.type,resolved,role_subscription_data,sticker_items,stickers,thread,timestamp,tts,type,userName,webhook_id
1182540047342370936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,"<@84616964089053184> If you want to generate a nav mesh, use the build at the link I posted in <#1065519581013229578> or a recent nightly build of 0.9. To pack textures use gimp with the instructions in the docs.",2023-12-08T04:31:57.818Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,27705db52da93c3525541b0edcbffba5,,,,,,,,8e2bf6236eea273ee8df60ec877c3d79,true,486990419230457876,Wild,,,,,,0,,,,,,0,Xandruher,84616964089053184,,8e2bf6236eea273ee8df60ec877c3d79,true,486990419230457876,Wild,0,xandruher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,0,false,1,0,1,,👍,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-08T04:31:57.818000+00:00,false,0,tokisangames,
1182155698637910038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1fc1672fe136dc1c0e32d9e0f89f1b3,,,,,,,,,,,,,,,,,0,,,,,,0,Xerxes,110534192193875968,,,,,,0,xerxes_25,,1130291534802202735,,"I'll keep an eye out then, thanks",2023-12-07T03:04:41.946Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-07T03:04:41.946000+00:00,false,0,xerxes_25,
1182155524607852665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,Wait for 0.9 in a week and you can use our baker and read our documentation. Or use the experimental branch and look through recent PRs for instructions,2023-12-07T03:04:00.454Z,2023-12-07T03:05:22.644000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,a1fc1672fe136dc1c0e32d9e0f89f1b3,,,,,,,,,,,,,,,,,0,,,,,,0,Xerxes,110534192193875968,,,,,,0,xerxes_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1182099590254694482,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1fc1672fe136dc1c0e32d9e0f89f1b3,,,,,,,,,,,,,,,,,0,,,,,,0,Xerxes,110534192193875968,,,,,,0,xerxes_25,1130291534802202735,,What's best practices for navmeshes with Terrain3D? I'm familiar with HTerrain's approach of baking a lower LOD mesh and generating the navmesh based on that.,,,,,,,,,,,,,,,,,,,,,,,,0,1182099590254694482,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2023-12-06T23:21:44.665000+00:00,false,0,,,,,,2023-12-07T03:04:00.454000+00:00,false,19,tokisangames,
1182099590254694482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1fc1672fe136dc1c0e32d9e0f89f1b3,,,,,,,,,,,,,,,,,0,,,,,,0,Xerxes,110534192193875968,,,,,,0,xerxes_25,,1130291534802202735,,What's best practices for navmeshes with Terrain3D? I'm familiar with HTerrain's approach of baking a lower LOD mesh and generating the navmesh based on that.,2023-12-06T23:21:44.665Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-06T23:21:44.665000+00:00,false,0,xerxes_25,
1181608569074888744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,"If a heightmap does nothing on import, it's probably normalized as it says in the docs. Scale it up 300 and read the rest of the import docs. Don't use jpg for heightmaps. It's 8-bit data which will look like garbage. You need 16-bit height data at least. Godot only supports 8-bit pngs. So use r16 or exr.",2023-12-05T14:50:36.093Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,75b40a26a3e7972fc43e4d54fcb321c4,,,,,,,,7f968d34689b032120d7a0f2a3d69b83,true,1320685009220141107,PLNR,,nameplates/nameplates/twilight/,COLLECTIBLES_NAMEPLATES_TWILIGHT_A11Y,cobalt,1349849614198505602,0,,16521573,,1,12,640,Baker,201545108678508544,,7f968d34689b032120d7a0f2a3d69b83,true,1320685009220141107,PLNR,640,.reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1181535975436980324,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75b40a26a3e7972fc43e4d54fcb321c4,,,,,,,,7f968d34689b032120d7a0f2a3d69b83,true,1320685009220141107,PLNR,,nameplates/nameplates/twilight/,COLLECTIBLES_NAMEPLATES_TWILIGHT_A11Y,cobalt,1349849614198505602,0,,16521573,,1,12,640,Baker,201545108678508544,,7f968d34689b032120d7a0f2a3d69b83,true,1320685009220141107,PLNR,640,.reported,1130291534802202735,,"Hey, complete rookie to terrain gen, I'm trying to get a hold of a low poly height/texture map to mess around with but can't seem to find any that work. All the .jpg color maps work fine but none of the .jpg height maps do anything, I click import and it just stays almost completely flat. This is the heighmap I'm trying to use (I want low poly) https://i.stack.imgur.com/NvF5e.jpg",2023-12-05T10:44:50.045000+00:00,,,1,,,,,image/jpeg,0,4300,https://images-ext-1.discordapp.net/external/B3kpj6wdjBLvAJRi2fKsG2YgXUM_-Vmsu5FdnFPz7Eo/https/i.stack.imgur.com/NvF5e.jpg,https://i.stack.imgur.com/NvF5e.jpg,5200,,image,https://i.stack.imgur.com/NvF5e.jpg,,,,,,,0,1181535975436980324,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2023-12-05T10:02:08.421000+00:00,false,0,,,,,,2023-12-05T14:50:36.093000+00:00,false,19,tokisangames,
1181535975436980324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75b40a26a3e7972fc43e4d54fcb321c4,,,,,,,,7f968d34689b032120d7a0f2a3d69b83,true,1320685009220141107,PLNR,,nameplates/nameplates/twilight/,COLLECTIBLES_NAMEPLATES_TWILIGHT_A11Y,cobalt,1349849614198505602,0,,16521573,,1,12,640,Baker,201545108678508544,,7f968d34689b032120d7a0f2a3d69b83,true,1320685009220141107,PLNR,640,.reported,,1130291534802202735,,"Hey, complete rookie to terrain gen, I'm trying to get a hold of a low poly height/texture map to mess around with but can't seem to find any that work. All the .jpg color maps work fine but none of the .jpg height maps do anything, I click import and it just stays almost completely flat. This is the heighmap I'm trying to use (I want low poly) https://i.stack.imgur.com/NvF5e.jpg",2023-12-05T10:02:08.421Z,2023-12-05T10:44:50.045000+00:00,,,,,,,1,,,,,,,,image/jpeg,0,4300,https://images-ext-1.discordapp.net/external/B3kpj6wdjBLvAJRi2fKsG2YgXUM_-Vmsu5FdnFPz7Eo/https/i.stack.imgur.com/NvF5e.jpg,https://i.stack.imgur.com/NvF5e.jpg,5200,,,image,https://i.stack.imgur.com/NvF5e.jpg,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-05T10:02:08.421000+00:00,false,0,.reported,
1181488858647515218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c0e6635d510d6e02e011e4e07da1247,,,,,,,,,,,,,,,,,0,,,,,,0,voc007,555219956418215936,,,,,,0,voc007,,1130291534802202735,,"okay, guess i over looked at the little check mark box on the lod mesh",2023-12-05T06:54:54.903Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,0,false,1,0,1,,🫡,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-05T06:54:54.903000+00:00,false,0,voc007,
1181482700742336545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c0e6635d510d6e02e011e4e07da1247,,,,,,,,,,,,,,,,,0,,,,,,0,voc007,555219956418215936,,,,,,0,voc007,,1130291534802202735,,just not the spatial garden,2023-12-05T06:30:26.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-05T06:30:26.744000+00:00,false,0,voc007,
1181482641225175113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c0e6635d510d6e02e011e4e07da1247,,,,,,,,,,,,,,,,,0,,,,,,0,voc007,555219956418215936,,,,,,0,voc007,,1130291534802202735,,"yeah , debug collison is on the terrain3d, like i said i got the PaintGrassTexture working great,  I try again...",2023-12-05T06:30:12.554Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-05T06:30:12.554000+00:00,false,0,voc007,
1181482426028019722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1fe49c0e84f1564bfed9df1638257d4,,a_3c8525a96d0272550c2f95bc8b594da5,,1440174638930853957,,,,,,,,,nameplates/nameplates_v2/spirit_moon/,COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y,violet,1377377712028516443,0,,,,,,64,onliwekend,306719391838502913,,,,,,64,seid1116,,1130291534802202735,,"make sure you up to date both plugins, then turn on collision of terrrain 3d",2023-12-05T06:29:21.247Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,0c0e6635d510d6e02e011e4e07da1247,,,,,,,,,,,,,,,,,0,,,,,,0,voc007,555219956418215936,,,,,,0,voc007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1181482155356979240,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c0e6635d510d6e02e011e4e07da1247,,,,,,,,,,,,,,,,,0,,,,,,0,voc007,555219956418215936,,,,,,0,voc007,1130291534802202735,,"<@306719391838502913>  guess i have to look into it more, i am trying to spawn(paint) and nothing shows up",,,,,,,,,,,,,,,,,,,,,,,,0,1181482155356979240,false,,,,d1fe49c0e84f1564bfed9df1638257d4,,a_3c8525a96d0272550c2f95bc8b594da5,,1440174638930853957,,,,,,,,,nameplates/nameplates_v2/spirit_moon/,COLLECTIBLES_NAMEPLATES_V2_SPIRIT_MOON_A11Y,violet,1377377712028516443,0,,,,,,64,onliwekend,306719391838502913,,,,,,64,seid1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,2023-12-05T06:28:16.714000+00:00,false,0,,,,,,2023-12-05T06:29:21.247000+00:00,false,19,seid1116,
