id,activity,application,application_id,attachments,attachments.0.content_scan_version,attachments.0.content_type,attachments.0.filename,attachments.0.flags,attachments.0.height,attachments.0.id,attachments.0.original_content_type,attachments.0.placeholder,attachments.0.placeholder_version,attachments.0.proxy_url,attachments.0.size,attachments.0.title,attachments.0.url,attachments.0.width,attachments.1.content_scan_version,attachments.1.content_type,attachments.1.filename,attachments.1.height,attachments.1.id,attachments.1.original_content_type,attachments.1.placeholder,attachments.1.placeholder_version,attachments.1.proxy_url,attachments.1.size,attachments.1.title,attachments.1.url,attachments.1.width,attachments.2.content_scan_version,attachments.2.content_type,attachments.2.filename,attachments.2.height,attachments.2.id,attachments.2.original_content_type,attachments.2.placeholder,attachments.2.placeholder_version,attachments.2.proxy_url,attachments.2.size,attachments.2.title,attachments.2.url,attachments.2.width,author.accent_color,author.avatar,author.avatar_decoration_data,author.avatar_decoration_data.asset,author.avatar_decoration_data.expires_at,author.avatar_decoration_data.sku_id,author.banner,author.banner_color,author.clan,author.clan.badge,author.clan.identity_enabled,author.clan.identity_guild_id,author.clan.tag,author.collectibles,author.collectibles.nameplate.asset,author.collectibles.nameplate.label,author.collectibles.nameplate.palette,author.collectibles.nameplate.sku_id,author.discriminator,author.display_name_styles,author.display_name_styles.colors.0,author.display_name_styles.colors.1,author.display_name_styles.effect_id,author.display_name_styles.font_id,author.flags,author.global_name,author.id,author.primary_guild,author.primary_guild.badge,author.primary_guild.identity_enabled,author.primary_guild.identity_guild_id,author.primary_guild.tag,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,embeds.0.author.name,embeds.0.author.url,embeds.0.color,embeds.0.content_scan_version,embeds.0.description,embeds.0.provider.name,embeds.0.provider.url,embeds.0.reference_id,embeds.0.thumbnail.content_type,embeds.0.thumbnail.description,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.placeholder,embeds.0.thumbnail.placeholder_version,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.title,embeds.0.type,embeds.0.url,embeds.0.video.flags,embeds.0.video.height,embeds.0.video.placeholder,embeds.0.video.placeholder_version,embeds.0.video.url,embeds.0.video.width,flags,interaction,mention_channels,mention_everyone,mentions,mentions.0.accent_color,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.avatar_decoration_data.asset,mentions.0.avatar_decoration_data.expires_at,mentions.0.avatar_decoration_data.sku_id,mentions.0.banner,mentions.0.banner_color,mentions.0.clan,mentions.0.clan.badge,mentions.0.clan.identity_enabled,mentions.0.clan.identity_guild_id,mentions.0.clan.tag,mentions.0.collectibles,mentions.0.collectibles.nameplate.asset,mentions.0.collectibles.nameplate.label,mentions.0.collectibles.nameplate.palette,mentions.0.collectibles.nameplate.sku_id,mentions.0.discriminator,mentions.0.display_name_styles,mentions.0.display_name_styles.colors.0,mentions.0.display_name_styles.colors.1,mentions.0.display_name_styles.effect_id,mentions.0.display_name_styles.font_id,mentions.0.flags,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.primary_guild.badge,mentions.0.primary_guild.identity_enabled,mentions.0.primary_guild.identity_guild_id,mentions.0.primary_guild.tag,mentions.0.public_flags,mentions.0.username,mentions.1.accent_color,mentions.1.avatar,mentions.1.avatar_decoration_data,mentions.1.banner,mentions.1.banner_color,mentions.1.clan,mentions.1.collectibles,mentions.1.discriminator,mentions.1.display_name_styles,mentions.1.flags,mentions.1.global_name,mentions.1.id,mentions.1.primary_guild,mentions.1.public_flags,mentions.1.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,reactions.0.burst_colors,reactions.0.burst_count,reactions.0.burst_me,reactions.0.count,reactions.0.count_details.burst,reactions.0.count_details.normal,reactions.0.emoji.animated,reactions.0.emoji.id,reactions.0.emoji.name,reactions.0.me,reactions.0.me_burst,reactions.1.burst_colors,reactions.1.burst_count,reactions.1.burst_me,reactions.1.count,reactions.1.count_details.burst,reactions.1.count_details.normal,reactions.1.emoji.id,reactions.1.emoji.name,reactions.1.me,reactions.1.me_burst,referenced_message,referenced_message.attachments,referenced_message.attachments.0.content_scan_version,referenced_message.attachments.0.content_type,referenced_message.attachments.0.filename,referenced_message.attachments.0.flags,referenced_message.attachments.0.height,referenced_message.attachments.0.id,referenced_message.attachments.0.original_content_type,referenced_message.attachments.0.placeholder,referenced_message.attachments.0.placeholder_version,referenced_message.attachments.0.proxy_url,referenced_message.attachments.0.size,referenced_message.attachments.0.title,referenced_message.attachments.0.url,referenced_message.attachments.0.width,referenced_message.attachments.1.content_scan_version,referenced_message.attachments.1.content_type,referenced_message.attachments.1.filename,referenced_message.attachments.1.height,referenced_message.attachments.1.id,referenced_message.attachments.1.original_content_type,referenced_message.attachments.1.placeholder,referenced_message.attachments.1.placeholder_version,referenced_message.attachments.1.proxy_url,referenced_message.attachments.1.size,referenced_message.attachments.1.title,referenced_message.attachments.1.url,referenced_message.attachments.1.width,referenced_message.attachments.2.content_scan_version,referenced_message.attachments.2.content_type,referenced_message.attachments.2.filename,referenced_message.attachments.2.height,referenced_message.attachments.2.id,referenced_message.attachments.2.original_content_type,referenced_message.attachments.2.placeholder,referenced_message.attachments.2.placeholder_version,referenced_message.attachments.2.proxy_url,referenced_message.attachments.2.size,referenced_message.attachments.2.title,referenced_message.attachments.2.url,referenced_message.attachments.2.width,referenced_message.author.accent_color,referenced_message.author.avatar,referenced_message.author.avatar_decoration_data,referenced_message.author.avatar_decoration_data.asset,referenced_message.author.avatar_decoration_data.expires_at,referenced_message.author.avatar_decoration_data.sku_id,referenced_message.author.banner,referenced_message.author.banner_color,referenced_message.author.clan,referenced_message.author.clan.badge,referenced_message.author.clan.identity_enabled,referenced_message.author.clan.identity_guild_id,referenced_message.author.clan.tag,referenced_message.author.collectibles,referenced_message.author.collectibles.nameplate.asset,referenced_message.author.collectibles.nameplate.label,referenced_message.author.collectibles.nameplate.palette,referenced_message.author.collectibles.nameplate.sku_id,referenced_message.author.discriminator,referenced_message.author.display_name_styles,referenced_message.author.display_name_styles.colors.0,referenced_message.author.display_name_styles.colors.1,referenced_message.author.display_name_styles.effect_id,referenced_message.author.display_name_styles.font_id,referenced_message.author.flags,referenced_message.author.global_name,referenced_message.author.id,referenced_message.author.primary_guild,referenced_message.author.primary_guild.badge,referenced_message.author.primary_guild.identity_enabled,referenced_message.author.primary_guild.identity_guild_id,referenced_message.author.primary_guild.tag,referenced_message.author.public_flags,referenced_message.author.username,referenced_message.channel_id,referenced_message.components,referenced_message.content,referenced_message.edited_timestamp,referenced_message.embeds,referenced_message.embeds.0.author.name,referenced_message.embeds.0.author.url,referenced_message.embeds.0.color,referenced_message.embeds.0.content_scan_version,referenced_message.embeds.0.description,referenced_message.embeds.0.provider.name,referenced_message.embeds.0.provider.url,referenced_message.embeds.0.reference_id,referenced_message.embeds.0.thumbnail.content_type,referenced_message.embeds.0.thumbnail.flags,referenced_message.embeds.0.thumbnail.height,referenced_message.embeds.0.thumbnail.placeholder,referenced_message.embeds.0.thumbnail.placeholder_version,referenced_message.embeds.0.thumbnail.proxy_url,referenced_message.embeds.0.thumbnail.url,referenced_message.embeds.0.thumbnail.width,referenced_message.embeds.0.title,referenced_message.embeds.0.type,referenced_message.embeds.0.url,referenced_message.embeds.0.video.flags,referenced_message.embeds.0.video.height,referenced_message.embeds.0.video.placeholder,referenced_message.embeds.0.video.placeholder_version,referenced_message.embeds.0.video.url,referenced_message.embeds.0.video.width,referenced_message.flags,referenced_message.id,referenced_message.mention_everyone,referenced_message.mention_roles,referenced_message.mentions,referenced_message.mentions.0.accent_color,referenced_message.mentions.0.avatar,referenced_message.mentions.0.avatar_decoration_data,referenced_message.mentions.0.avatar_decoration_data.asset,referenced_message.mentions.0.avatar_decoration_data.expires_at,referenced_message.mentions.0.avatar_decoration_data.sku_id,referenced_message.mentions.0.banner,referenced_message.mentions.0.banner_color,referenced_message.mentions.0.clan,referenced_message.mentions.0.clan.badge,referenced_message.mentions.0.clan.identity_enabled,referenced_message.mentions.0.clan.identity_guild_id,referenced_message.mentions.0.clan.tag,referenced_message.mentions.0.collectibles,referenced_message.mentions.0.collectibles.nameplate.asset,referenced_message.mentions.0.collectibles.nameplate.label,referenced_message.mentions.0.collectibles.nameplate.palette,referenced_message.mentions.0.collectibles.nameplate.sku_id,referenced_message.mentions.0.discriminator,referenced_message.mentions.0.display_name_styles,referenced_message.mentions.0.display_name_styles.colors.0,referenced_message.mentions.0.display_name_styles.colors.1,referenced_message.mentions.0.display_name_styles.effect_id,referenced_message.mentions.0.display_name_styles.font_id,referenced_message.mentions.0.flags,referenced_message.mentions.0.global_name,referenced_message.mentions.0.id,referenced_message.mentions.0.primary_guild,referenced_message.mentions.0.primary_guild.badge,referenced_message.mentions.0.primary_guild.identity_enabled,referenced_message.mentions.0.primary_guild.identity_guild_id,referenced_message.mentions.0.primary_guild.tag,referenced_message.mentions.0.public_flags,referenced_message.mentions.0.username,referenced_message.message_reference.channel_id,referenced_message.message_reference.guild_id,referenced_message.message_reference.message_id,referenced_message.message_reference.type,referenced_message.pinned,referenced_message.thread.bitrate,referenced_message.thread.flags,referenced_message.thread.guild_id,referenced_message.thread.id,referenced_message.thread.last_message_id,referenced_message.thread.member_count,referenced_message.thread.member_ids_preview.0,referenced_message.thread.message_count,referenced_message.thread.name,referenced_message.thread.owner_id,referenced_message.thread.parent_id,referenced_message.thread.rate_limit_per_user,referenced_message.thread.rtc_region,referenced_message.thread.thread_metadata.archive_timestamp,referenced_message.thread.thread_metadata.archived,referenced_message.thread.thread_metadata.auto_archive_duration,referenced_message.thread.thread_metadata.create_timestamp,referenced_message.thread.thread_metadata.locked,referenced_message.thread.total_message_sent,referenced_message.thread.type,referenced_message.thread.user_limit,referenced_message.timestamp,referenced_message.tts,referenced_message.type,resolved,role_subscription_data,sticker_items,stickers,thread,timestamp,tts,type,userName,webhook_id
1460024863509971108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0223fd27e97e71f369e271f944c2ac3,,a_14a0f06f28d6de3dfd63d463223d814f,,1440174638930853955,,,,,,,,,,,,,0,,,,,,64,rpg,391170207814647818,,,,,,64,rpgshooter12,,1130291534802202735,,or move them.,2026-01-11T21:37:33.411Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-11T21:37:33.411000+00:00,false,0,rpgshooter12,
1460024742991106109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0223fd27e97e71f369e271f944c2ac3,,a_14a0f06f28d6de3dfd63d463223d814f,,1440174638930853955,,,,,,,,,,,,,0,,,,,,64,rpg,391170207814647818,,,,,,64,rpgshooter12,,1130291534802202735,,"with addons in general if you want to remove it, you should disable the addon then save and reload the project (this ensures that there aren't any saved data that godot is still referencing) then you should be free to delete the files/folders of the addon",2026-01-11T21:37:04.677Z,2026-01-11T21:37:11.280000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-11T21:37:04.677000+00:00,false,0,rpgshooter12,
1459956812722995392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d19a388d27e1de979df3b16d49677fd,,a_82442053e3da77f379586817b2709365,,1440174638930853950,,,,,,,,,,,,,0,,,,,,0,Daniel,1252336805915922495,,,,,,0,hdanieel,,1130291534802202735,,"Thx, I didn't know if that would f something up but I'll try it",2026-01-11T17:07:08.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1459956510971920384,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,1130291534802202735,,"To remove, you close Godot and delete the addon/terrain_3d folder. If you do it while Godot is open, Godot has the library file open.",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1459956510971920384,false,,,,3d19a388d27e1de979df3b16d49677fd,,a_82442053e3da77f379586817b2709365,,1440174638930853950,,,,,,,,,,,,,0,,,,,,0,Daniel,1252336805915922495,,,,,,0,hdanieel,1130291534802202735,691957978680786944,1459954769455222824,0,false,,,,,,,,,,,,,,,,,,,,,,2026-01-11T17:05:56.896000+00:00,false,19,,,,,,2026-01-11T17:07:08.839000+00:00,false,19,hdanieel,
1459956510971920384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,"To remove, you close Godot and delete the addon/terrain_3d folder. If you do it while Godot is open, Godot has the library file open.",2026-01-11T17:05:56.896Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,3d19a388d27e1de979df3b16d49677fd,,a_82442053e3da77f379586817b2709365,,1440174638930853950,,,,,,,,,,,,,0,,,,,,0,Daniel,1252336805915922495,,,,,,0,hdanieel,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1459954769455222824,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d19a388d27e1de979df3b16d49677fd,,a_82442053e3da77f379586817b2709365,,1440174638930853950,,,,,,,,,,,,,0,,,,,,0,Daniel,1252336805915922495,,,,,,0,hdanieel,1130291534802202735,,"Is it safe to remove the Terrain3D folder from the file explorer? I have disabled the addon, removed most of the dependencies, demo folder and also restarted Godot but for some reason I can't remove the terrain_3d folder inside Godot without getting an error saying a program is using the folder in windows explorer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1459954769455222824,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,2026-01-11T16:59:01.686000+00:00,false,0,,,,,,2026-01-11T17:05:56.896000+00:00,false,19,tokisangames,
1459954769455222824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d19a388d27e1de979df3b16d49677fd,,a_82442053e3da77f379586817b2709365,,1440174638930853950,,,,,,,,,,,,,0,,,,,,0,Daniel,1252336805915922495,,,,,,0,hdanieel,,1130291534802202735,,"Is it safe to remove the Terrain3D folder from the file explorer? I have disabled the addon, removed most of the dependencies, demo folder and also restarted Godot but for some reason I can't remove the terrain_3d folder inside Godot without getting an error saying a program is using the folder in windows explorer.",2026-01-11T16:59:01.686Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-11T16:59:01.686000+00:00,false,0,hdanieel,
1459873205668806810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,"This is more of a question on how to use the Godot API. You can do anything by code. You can look at our code behind that button, and in the runtime baker, along with the Godot docs to learn how we pass data to Godot, and use its API.",2026-01-11T11:34:55.364Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,9bf831b72c0651b72690ea5fb1bbff69,,a_3c8525a96d0272550c2f95bc8b594da5,1768507200,1440174638930853957,,,,,,,,,,,,,0,,,,,,128,kamos pana H,212642463897223169,,,,,,128,marekmarekmarekmarek,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1459871454584635469,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,3,image/webp,image.png,,46,1459871454119071952,image/png,kvcBCoB30sTRyAnx2JBtL6s=,1,https://media.discordapp.net/attachments/1130291534802202735/1459871454119071952/image.png?ex=6965837d&is=696431fd&hm=e9dc0fb242662174e275760fe251baa3edaca4b8030087133724be1799608f52&,5126,,https://cdn.discordapp.com/attachments/1130291534802202735/1459871454119071952/image.png?ex=6965837d&is=696431fd&hm=e9dc0fb242662174e275760fe251baa3edaca4b8030087133724be1799608f52&,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bf831b72c0651b72690ea5fb1bbff69,,a_3c8525a96d0272550c2f95bc8b594da5,1768507200,1440174638930853957,,,,,,,,,,,,,0,,,,,,128,kamos pana H,212642463897223169,,,,,,128,marekmarekmarekmarek,1130291534802202735,,"Hi, is it possible to rebake navmesh from code during runtime using the Navigable area? Something like nav_region.bake_navigation_mesh(on_thread: bool = true). Not periodic like in the code generated example but on change in the environment, for example building a house.",2026-01-11T11:31:04.777000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1459871454584635469,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,2026-01-11T11:27:57.873000+00:00,false,0,,,,,,2026-01-11T11:34:55.364000+00:00,false,19,tokisangames,
1459871454584635469,,,,,3,image/webp,image.png,,46,1459871454119071952,image/png,kvcBCoB30sTRyAnx2JBtL6s=,1,https://media.discordapp.net/attachments/1130291534802202735/1459871454119071952/image.png?ex=6965837d&is=696431fd&hm=e9dc0fb242662174e275760fe251baa3edaca4b8030087133724be1799608f52&,5126,,https://cdn.discordapp.com/attachments/1130291534802202735/1459871454119071952/image.png?ex=6965837d&is=696431fd&hm=e9dc0fb242662174e275760fe251baa3edaca4b8030087133724be1799608f52&,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bf831b72c0651b72690ea5fb1bbff69,,a_3c8525a96d0272550c2f95bc8b594da5,1768507200,1440174638930853957,,,,,,,,,,,,,0,,,,,,128,kamos pana H,212642463897223169,,,,,,128,marekmarekmarekmarek,,1130291534802202735,,"Hi, is it possible to rebake navmesh from code during runtime using the Navigable area? Something like nav_region.bake_navigation_mesh(on_thread: bool = true). Not periodic like in the code generated example but on change in the environment, for example building a house.",2026-01-11T11:27:57.873Z,2026-01-11T11:31:04.777000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-11T11:27:57.873000+00:00,false,0,marekmarekmarekmarek,
1459511968481415313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,"I also didn't realize we expect r16 values to be normalized to 64k. I stole that code from Zylann, confirmed it worked with krita and never looked at it again. I'll update the docs.",2026-01-10T11:39:29.707Z,2026-01-10T11:39:40.732000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,7bc4763895b9716bafe03f175ac2207c,,a_16f9f3dfe294062d0c1fa9864c6c2267,1768608000,1435783917776146465,,,,,,,,,,,,,0,,,,,,0,Janobert,192396525710606337,,,,,,0,_ranack,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1459510809125326943,0,,false,,,,0,false,1,0,1,,,❤️,false,false,,,,,,,,,,,,,3,image/png,image.png,,738,1459510809897209930,image/png,ovcFBICAhniJiXeId3lwigi3lw==,1,https://media.discordapp.net/attachments/1130291534802202735/1459510809897209930/image.png?ex=6965851d&is=6964339d&hm=f8e569f4b0667802ed033a0bd77b11e5e2eac9c70f71b2a2e0860256f30e858e&,2128103,,https://cdn.discordapp.com/attachments/1130291534802202735/1459510809897209930/image.png?ex=6965851d&is=6964339d&hm=f8e569f4b0667802ed033a0bd77b11e5e2eac9c70f71b2a2e0860256f30e858e&,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,7bc4763895b9716bafe03f175ac2207c,,a_16f9f3dfe294062d0c1fa9864c6c2267,1768608000,1435783917776146465,,,,,,,,,,,,,0,,,,,,0,Janobert,192396525710606337,,,,,,0,_ranack,1130291534802202735,,"Thank you so much, that explains the problems that I had! Using a normalized-to-64k version of my .r16 solves the issues, and I get a nice, proportional result with the peak at y=4116!

Looking back, I think the thing I stumbled upon was this:
In https://terrain3d.readthedocs.io/en/stable/docs/heightmaps.html#scaling-examples Example 1, it is mentioned that `the dropper tool revealed that sea level is at 0 and other points on land have real world values in meters`. Based on that, I assumed that my previous .r16 files with real world values is correct. But it seems that this is only the case for .exr, not for .r16.
I guess that https://terrain3d.readthedocs.io/en/stable/docs/import_export.html#supported-formats mentions `r16: for heightmaps only. Values are scaled based on min and max heights and stored as 16-bit unsigned int`, but maybe it could be clarified a tiny bit more for the next person 😄

Anyways, thank you so much, looking forward a lot to use Terrain3D ✨",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1459510809125326943,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,2026-01-10T11:34:53.295000+00:00,false,0,,,,,,2026-01-10T11:39:29.707000+00:00,false,19,tokisangames,
1459510809125326943,,,,,3,image/png,image.png,,738,1459510809897209930,image/png,ovcFBICAhniJiXeId3lwigi3lw==,1,https://media.discordapp.net/attachments/1130291534802202735/1459510809897209930/image.png?ex=6965851d&is=6964339d&hm=f8e569f4b0667802ed033a0bd77b11e5e2eac9c70f71b2a2e0860256f30e858e&,2128103,,https://cdn.discordapp.com/attachments/1130291534802202735/1459510809897209930/image.png?ex=6965851d&is=6964339d&hm=f8e569f4b0667802ed033a0bd77b11e5e2eac9c70f71b2a2e0860256f30e858e&,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,7bc4763895b9716bafe03f175ac2207c,,a_16f9f3dfe294062d0c1fa9864c6c2267,1768608000,1435783917776146465,,,,,,,,,,,,,0,,,,,,0,Janobert,192396525710606337,,,,,,0,_ranack,,1130291534802202735,,"Thank you so much, that explains the problems that I had! Using a normalized-to-64k version of my .r16 solves the issues, and I get a nice, proportional result with the peak at y=4116!

Looking back, I think the thing I stumbled upon was this:
In https://terrain3d.readthedocs.io/en/stable/docs/heightmaps.html#scaling-examples Example 1, it is mentioned that `the dropper tool revealed that sea level is at 0 and other points on land have real world values in meters`. Based on that, I assumed that my previous .r16 files with real world values is correct. But it seems that this is only the case for .exr, not for .r16.
I guess that https://terrain3d.readthedocs.io/en/stable/docs/import_export.html#supported-formats mentions `r16: for heightmaps only. Values are scaled based on min and max heights and stored as 16-bit unsigned int`, but maybe it could be clarified a tiny bit more for the next person 😄

Anyways, thank you so much, looking forward a lot to use Terrain3D ✨",2026-01-10T11:34:53.295Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-10T11:34:53.295000+00:00,false,0,_ranack,
1459504587936632842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,,1130291534802202735,,"In krita I use the dropper tool. The tool options panel shows the value as a percentage or real value. 

Our code reads the data, normalizes it to the maximum value that can fit in a 16-bit uint, then multiplies it by the height range you specified, then adds the base offset. p_r16_height_range is what you typed in.

In your code, you're reading real value, non-normalized data. That's what we expect for EXR imports. However for r16 the code shows we expect normalized to 64k. So either normalize it on export, or un-normalize it on import. Either way you need to know your exact heights from your terrain tool if you're going to use r16. Or use tiff converted to EXR with real values.",2026-01-10T11:10:10.048Z,2026-01-10T11:12:17.656000+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,7bc4763895b9716bafe03f175ac2207c,,a_16f9f3dfe294062d0c1fa9864c6c2267,1768608000,1435783917776146465,,,,,,,,,,,,,0,,,,,,0,Janobert,192396525710606337,,,,,,0,_ranack,,,,,,,,,,,,,,,,,1130291534802202735,691957978680786944,1459501197755945177,0,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7bc4763895b9716bafe03f175ac2207c,,a_16f9f3dfe294062d0c1fa9864c6c2267,1768608000,1435783917776146465,,,,,,,,,,,,,0,,,,,,0,Janobert,192396525710606337,,,,,,0,_ranack,1130291534802202735,,"In the code you linked: 
```
                real_t h = real_t(file->get_16()) / 65535.0f;
                h = h * (p_r16_height_range.y - p_r16_height_range.x) + p_r16_height_range.x;
```
To me it seems like the uint16 value is read and then normalized (division by 65535).
Only then, it is altered to be in the height range. 
Is `p_r16_height_range` already normalized / divided by 65535?",,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1459501197755945177,false,,,,7e8c75861a717a11a9fc6ce29d57f23f,,,,,,,,,,,,,,,,,0,,,,,,0,Tokisan Games,455610038350774273,,,,,,0,tokisangames,1130291534802202735,691957978680786944,1459494589428797564,0,false,,,,,,,,,,,,,,,,,,,,,,2026-01-10T10:56:41.766000+00:00,false,19,,,,,,2026-01-10T11:10:10.048000+00:00,false,19,tokisangames,
